1 1.0 1.0 0.0 0.0  0
2 1.125 1.125 0.666666666667 1.0  0
3 1.35616438356 1.8679245283 0.484848484848 3.0  0
4 1.84365325077 5.42596810934 0.528127623846 15.0  0
5 1.32673267327 2.0 0.313432835821 5.0  0
6 1.16417910448 1.77272727273 0.525641025641 4.0  0
7 2.875 2.3 0.608695652174 7.0  0
8 1.0 1.0 1.0 0.0  0
9 1.5 1.5 0.833333333333 3.0  0
10 1.5 1.73684210526 0.363636363636 2.0  0
11 1.85537700865 4.72012578616 0.290473017988 5.0  0
12 1.225 2.27906976744 0.132653061224 6.0  0
13 3.87312414734 28.5457038391 0.496941944987 6.0  0
14 1.18181818182 1.73333333333 0.730769230769 2.0  0
15 1.0 1.83333333333 0.727272727273 3.0  0
16 1.33333333333 1.33333333333 0.25 1.0  0
17 1.60526315789 1.5641025641 0.0983606557377 2.0  0
18 2.26553672316 2.65562913907 0.576059850374 7.0  0
19 3.12606837607 24.6969453376 0.548481593594 9.0  0
20 2.05681403947 32.1898940505 0.504392738689 9.0  0
21 1.0 1.0 1.0 1.0  0
22 1.13333333333 1.30769230769 0.176470588235 1.0  0
23 1.30753459764 6.87601078167 0.368874951 15.0  0
24 3.52690909091 16.7512953368 0.622332199196 14.0  0
25 1.35064935065 2.66666666667 0.259615384615 6.0  0
26 1.27941176471 2.07142857143 0.563218390805 4.0  0
27 1.33333333333 1.55555555556 0.392857142857 4.0  0
28 2.14415656009 10.8645251397 0.259159274971 6.0  0
29 2.14084324884 16.2923228346 0.334199238809 6.0  0
30 1.34545454545 2.02739726027 0.27027027027 3.0  0
31 1.28315789474 4.58270676692 0.262510254307 9.0  0
32 1.45703125 3.69306930693 0.324396782842 8.0  0
33 1.38461538462 2.76923076923 0.638888888889 5.0  0
34 4.56566694885 44.8912009512 0.482643993272 6.0  0
35 1.7487804878 3.15859030837 0.256624825662 11.0  0
36 2.13184079602 5.6135371179 0.231038506418 5.0  0
37 1.98835705045 8.04712041885 0.0663630448926 5.0  0
38 1.0 1.0 1.0 1.0  0
39 2.07329245687 42.0231213873 0.356533700138 6.0  0
40 1.0 1.0 0.0 0.0  0
41 1.0 1.0 0.0 1.0  0
42 3.13396192848 62.0281690141 0.486839615501 6.0  0
43 1.4 1.75 0.857142857143 3.0  0
44 1.66666666667 2.5 1.0 3.0  0
45 1.25 1.5 0.266666666667 3.0  0
46 2.21276595745 3.92452830189 0.526442307692 4.0  0
47 1.57324840764 2.39805825243 0.672064777328 3.0  0
48 1.2225 2.77840909091 0.353783231084 6.0  0
49 1.32801276935 4.8231884058 0.305889423077 4.0  0
50 1.63587443946 9.21212121212 0.432839912281 10.0  0
51 1.8813559322 2.22 0.54954954955 5.0  0
52 1.54136986301 9.50337837838 0.126199786705 6.0  0
53 4.27344319673 26.3990990991 0.599324301266 7.0  0
54 1.496 2.56164383562 0.331550802139 4.0  0
55 1.38461538462 2.57142857143 0.694444444444 6.0  0
56 1.5 2.77611940299 0.389784946237 15.0  0
57 1.69522538835 35.7907444668 0.455869125253 8.0  0
58 16.9664804469 25.5210084034 0.981066842279 5.0  0
59 1.42511210762 9.05413105413 0.277533039648 5.0  0
60 1.51162790698 1.80555555556 0.169230769231 4.0  0
61 1.70212765957 1.86046511628 0.7625 5.0  0
62 1.0 2.0 1.0 1.0  0
63 1.0 1.0 1.0 0.0  0
64 5.53047027555 173.474691621 0.524236279512 8.0  0
65 1.34 1.97058823529 0.238805970149 8.0  0
66 1.0 1.0 0.666666666667 1.0  0
67 1.0 1.0 0.0 0.0  0
68 1.51327433628 2.11111111111 0.163742690058 4.0  0
69 1.45415959253 4.7320441989 0.402802101576 5.0  0
70 1.30790190736 3.93442622951 0.285416666667 8.0  0
71 1.11111111111 1.66666666667 0.6 2.0  0
72 1.2972972973 2.05714285714 0.0902777777778 8.0  0
73 1.48235294118 2.37735849057 0.452380952381 4.0  0
74 1.0 1.1875 0.315789473684 1.0  0
75 1.33834586466 2.1975308642 0.23595505618 5.0  0
76 10.9840764331 41.8060606061 0.0260220353726 8.0  0
77 1.51835767864 10.3109919571 0.280551222049 15.0  0
78 1.34848484848 1.74509803922 0.38202247191 10.0  0
79 1.3275862069 2.33333333333 0.220779220779 4.0  0
80 1.16666666667 1.16666666667 0.0 1.0  0
81 1.32 1.57142857143 0.242424242424 5.0  0
82 1.0 1.0 0.0 1.0  0
83 1.21978021978 1.734375 0.198198198198 4.0  0
84 1.33394271785 13.512345679 0.195979899497 6.0  0
85 1.3950617284 3.64516129032 0.632743362832 5.0  0
86 1.68738019169 17.9033898305 0.299441446559 12.0  0
87 1.91187739464 8.96407185629 0.360721442886 11.0  0
88 1.1 1.4347826087 0.424242424242 3.0  0
89 1.0 1.9 0.631578947368 2.0  0
90 2.61936560935 13.2219101124 0.359358402379 5.0  0
91 1.4744645799 3.77637130802 0.249162011173 4.0  0
92 1.352793995 4.81305637982 0.4130702836 6.0  0
93 1.20503007108 8.38022813688 0.12613430127 5.0  0
94 3.06086956522 5.30120481928 0.477272727273 7.0  0
95 1.0 1.0 0.0 1.0  0
96 4.2 8.64705882353 0.0816326530612 20.0  0
97 1.80419318607 9.61876247505 0.452998547416 10.0  0
98 1.45454545455 2.0 0.875 3.0  0
99 4.00052812252 35.6890459364 0.387260726073 5.0  0
100 1.0 1.0 0.0 0.0  0
101 2.23015873016 4.22556390977 0.266903914591 8.0  0
102 1.35578330893 4.26728110599 0.280777537797 10.0  0
103 1.04761904762 1.46666666667 0.0454545454545 2.0  0
104 1.64133373385 9.8273381295 0.247254758419 7.0  0
105 3.35078534031 5.47008547009 0.39375 8.0  0
106 1.0 1.0 0.0 1.0  0
107 1.26315789474 2.14925373134 0.180555555556 4.0  0
108 1.36666666667 2.20430107527 0.468292682927 5.0  0
109 1.07936507937 1.38775510204 0.0588235294118 2.0  0
110 1.1875 1.35714285714 0.105263157895 2.0  0
111 1.0 1.33333333333 0.0 2.0  0
112 1.53285043869 18.0588942308 0.467221297837 4.0  0
113 1.27710843373 3.07246376812 0.202830188679 66.0  0
114 1.99353587589 9.04398826979 0.571984435798 10.0  0
115 1.78787878788 1.78787878788 0.627118644068 3.0  0
116 1.11764705882 1.9 0.526315789474 5.0  0
117 1.0 1.0 1.0 0.0  0
118 1.0 1.0 0.0 0.0  0
119 1.95833333333 2.76470588235 0.276595744681 9.0  0
120 1.10416666667 1.10416666667 0.11320754717 1.0  0
121 1.26923076923 2.08421052632 0.333333333333 3.0  0
122 1.51052631579 3.05319148936 0.519163763066 5.0  0
123 1.04395604396 2.11111111111 0.273684210526 4.0  0
124 1.5 1.78378378378 0.227272727273 4.0  0
125 1.0 1.0 0.25 1.0  0
126 1.21985815603 2.96551724138 0.104651162791 3.0  0
127 1.2962962963 1.59090909091 0.257142857143 3.0  0
128 1.64450867052 12.7865168539 0.3582726588 5.0  0
129 1.0 1.0 0.0 0.0  0
130 1.66666666667 1.66666666667 0.6 3.0  0
131 1.0 1.0 0.5 1.0  0
132 1.50452488688 6.92708333333 0.202005012531 5.0  0
133 1.5 1.5 1.0 2.0  0
134 1.0 1.0 0.0 0.0  0
135 1.5 1.5 0.0 1.0  0
136 1.10526315789 1.61538461538 0.809523809524 2.0  0
137 1.69477739726 15.6070959264 0.254104571862 4.0  0
138 1.37254901961 1.66666666667 0.285714285714 5.0  0
139 1.61085640932 15.941923775 0.267076502732 5.0  0
140 2.11428571429 10.5714285714 0.925675675676 22.0  0
141 1.0 1.0 0.333333333333 1.0  0
142 1.42857142857 1.66666666667 0.5 4.0  0
143 1.0625 8.5 0.941176470588 10.0  0
144 1.11904761905 1.34285714286 0.127659574468 2.0  0
145 1.81272084806 3.0 0.350877192982 4.0  0
146 1.48295454545 2.93258426966 0.199233716475 3.0  0
147 1.11363636364 1.58064516129 0.571428571429 2.0  0
148 1.47916666667 2.80263157895 0.384976525822 8.0  0
149 1.0 1.0 0.5 1.0  0
150 1.33333333333 4.0 0.0 0.0  0
151 1.0 2.0 0.0 1.0  0
152 1.0 1.0 0.0 0.0  0
153 1.14285714286 1.14285714286 0.375 0.0  0
