5.14492753623 2.15151515152 0.845070422535 6  1
1.21995464853 3.89855072464 0.407063197026 13  1
1.2695035461 3.31481481481 0.326815642458 5  1
1.46666666667 3.86486486486 0.237762237762 4  1
3.98722044728 28.5076142132 0.170673076923 9  1
2.43019296254 7.67383512545 0.157870154134 4  1
184.666666667 5.43137254902 1.0 3  1
15.7183098592 65.6470588235 0.0161290322581 172  1
1.31212121212 24.0555555556 0.187066974596 11  1
1.17398945518 3.37373737374 0.294910179641 6  1
1.29220779221 4.32608695652 1.0 3  1
23.9090909091 7.3738317757 0.746514575412 7  1
46.45 185.8 0.871905274489 230  1
1.1515625 9.82666666667 0.981004070556 12  1
2.40710382514 18.1275720165 0.578433598184 14  1
1.0 1.0 0.0 1  1
1.11713665944 515.0 0.999029126214 27  1
1.64991129509 9.3 0.194265232975 9  1
1.20353982301 4.85714285714 0.0539215686275 6  1
25.6470588235 20.7619047619 0.0103211009174 85  1
24.9166666667 19.9333333333 0.0066889632107 87  1
26.90625 20.5 0.00696864111498 84  1
3.27848101266 32.375 1.0 10  1
5.90909090909 82.7272727273 0.997802197802 7  1
2.8431372549 22.8947368421 1.0 6  1
3.48953974895 46.3333333333 0.997601918465 6  1
1.34340868682 15.4649122807 0.996407638495 5  1
1.34097222222 965.5 0.996892801657 52  1
1.56043956044 3.3023255814 1.0 6  1
3.41573033708 21.7142857143 0.990131578947 5  1
4.535 64.2755905512 0.0708598029436 11  1
4.2329588015 13.2341920375 0.0808706423642 3  1
1.28571428571 1.65306122449 0.197530864198 6  1
28.0 56.0 0.0 35  1
1.07682926829 441.5 0.995469988675 31  1
2.37106918239 34.2727272727 0.997347480106 15  1
1.033632287 153.666666667 0.0 9  1
1.08115543329 98.25 0.0 6  1
2.04111282844 12.7471042471 0.0705739815235 5  1
32.6153846154 47.1111111111 0.297169811321 75  1
64.71875 115.055555556 0.3032351521 187  1
790.0 395.0 0.970886075949 241  1
2.89051094891 39.6 1.0 15  1
1.56947162427 8.91111111111 0.208229426434 7  1
2.80927152318 7.41608391608 0.0688354549741 3  1
11.8181818182 13.0 1.0 4  1
9.85294117647 16.3414634146 0.0044776119403 42  1
1.56571428571 2.79591836735 0.0036496350365 5  1
1.21686746988 4.6976744186 0.886138613861 4  1
1.15789473684 1.375 0.181818181818 2  1
2.38095238095 6.66666666667 0.0075 27  1
1.05748502994 8.2523364486 1.0 3  1
1123.0 561.5 0.974176313446 225  1
323.0 161.5 0.0 137  1
4.22554347826 12.3412698413 0.261736334405 11  1
1.12540192926 175.0 1.0 124  1
1.0493697479 6.44516129032 1.0 2  1
2.5275862069 6.26495726496 0.0272851296044 8  1
3.11764705882 6.05714285714 0.0400943396226 19  1
8.2619047619 19.2777777778 0.0 26  1
5.27118644068 10.724137931 0.0064308681672 26  1
306.333333333 459.5 0.996735582155 309  1
1.35985748219 9.23387096774 0.995633187773 8  1
2.69784172662 7.21153846154 0.0533333333333 5  1
2.00540540541 5.3768115942 0.185983827493 11  1
3266.0 3266.0 1.0 1539  1
4.15671641791 7.95714285714 0.0233393177738 49  1
720.0 1440.0 0.947222222222 621  1
16.6666666667 100.0 0.005 46  1
8.9 8.9 0.213483146067 17  1
7.36585365854 11.1851851852 0.0298013245033 119  1
1.3 1.3 0.307692307692 3  1
2.43123543124 6.81699346405 0.0335570469799 14  1
